# The list of all links between articles.
# Article names are URL-encoded; e.g., in Java they can be decoded using java.net.URLDecoder.decode(articleName, "UTF-8").
# FORMAT:   linkSource   linkTarget
#
# When publishing on this data set, please cite:
# (1) Robert West and Jure Leskovec:
#     Human Wayfinding in Information Networks.
#     21st International World Wide Web Conference (WWW), 2012.
# (2) Robert West, Joelle Pineau, and Doina Precup:
#     Wikispeedia: An Online Game for Inferring Semantic Distances between Concepts.
#     21st International Joint Conference on Artificial Intelligence (IJCAI), 2009.

%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales
%C3%85land	20th_century
%C3%85land	Baltic_Sea
%C3%85land	Crimean_War
%C3%85land	Currency
%C3%85land	Euro
%C3%85land	European_Union
%C3%85land	Finland
%C3%85land	League_of_Nations
%C3%85land	List_of_countries_by_system_of_government
%C3%85land	Nationality
%C3%85land	Parliamentary_system
%C3%85land	Police
%C3%85land	Russia
%C3%85land	Stockholm
%C3%85land	Sweden
%C3%85land	Time_zone
%C3%85land	Tourism
%C3%85land	United_Kingdom
%C3%85land	World_War_II
%C3%89douard_Manet	Absinthe
%C3%89douard_Manet	Beer
%C3%89douard_Manet	Claude_Monet
%C3%89douard_Manet	Diego_Vel%C3%A1zquez
%C3%89douard_Manet	Edgar_Allan_Poe
%C3%89douard_Manet	France
%C3%89douard_Manet	Francisco_Goya
%C3%89douard_Manet	Germany
%C3%89douard_Manet	Impressionism
%C3%89douard_Manet	Italy
%C3%89douard_Manet	Landscape
%C3%89douard_Manet	Netherlands
%C3%89douard_Manet	Painting
%C3%89douard_Manet	Paris
%C3%89douard_Manet	Photography
%C3%89douard_Manet	Raphael
%C3%89douard_Manet	Renaissance
%C3%89douard_Manet	Sweden
%C3%89douard_Manet	United_States_dollar
%C3%89douard_Manet	Washington%2C_D.C.
%C3%89ire	Canada
%C3%89ire	English_language
%C3%89ire	George_VI_of_the_United_Kingdom
%C3%89ire	Ireland
%C3%89ire	Northern_Ireland
%C3%89ire	Ottawa
%C3%89ire	Republic_of_Ireland
%C3%89ire	United_Kingdom
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata
%C3%93engus_I_of_the_Picts	Durham
%C3%93engus_I_of_the_Picts	England
%C3%93engus_I_of_the_Picts	Great_Britain
%C3%93engus_I_of_the_Picts	Ireland
%C3%93engus_I_of_the_Picts	Lion
%C3%93engus_I_of_the_Picts	Mercia
%C3%93engus_I_of_the_Picts	Scotland
%C3%93engus_I_of_the_Picts	Viking
%C3%93engus_I_of_the_Picts	York
%E2%82%AC2_commemorative_coins	Athens
%E2%82%AC2_commemorative_coins	Atlantic_Ocean
%E2%82%AC2_commemorative_coins	Austria
%E2%82%AC2_commemorative_coins	Belgium
%E2%82%AC2_commemorative_coins	Berlin
%E2%82%AC2_commemorative_coins	Brussels
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg
%E2%82%AC2_commemorative_coins	Cereal
%E2%82%AC2_commemorative_coins	Christopher_Columbus
%E2%82%AC2_commemorative_coins	Cologne
%E2%82%AC2_commemorative_coins	Comet
%E2%82%AC2_commemorative_coins	Dresden
%E2%82%AC2_commemorative_coins	European_Union
%E2%82%AC2_commemorative_coins	Finland
%E2%82%AC2_commemorative_coins	France
%E2%82%AC2_commemorative_coins	Galileo_Galilei
%E2%82%AC2_commemorative_coins	Germany
%E2%82%AC2_commemorative_coins	Greece
%E2%82%AC2_commemorative_coins	Hamburg
%E2%82%AC2_commemorative_coins	Harold_Macmillan
%E2%82%AC2_commemorative_coins	Heraldry
%E2%82%AC2_commemorative_coins	History
%E2%82%AC2_commemorative_coins	Ireland
%E2%82%AC2_commemorative_coins	Italy
%E2%82%AC2_commemorative_coins	Luxembourg
%E2%82%AC2_commemorative_coins	Maize
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes
%E2%82%AC2_commemorative_coins	Monaco
%E2%82%AC2_commemorative_coins	Munich
%E2%82%AC2_commemorative_coins	Netherlands
%E2%82%AC2_commemorative_coins	Numismatics
%E2%82%AC2_commemorative_coins	Nutrition
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II
%E2%82%AC2_commemorative_coins	Portugal
%E2%82%AC2_commemorative_coins	Rice
%E2%82%AC2_commemorative_coins	San_Marino
%E2%82%AC2_commemorative_coins	Sanssouci
%E2%82%AC2_commemorative_coins	Soviet_Union
%E2%82%AC2_commemorative_coins	Spain
%E2%82%AC2_commemorative_coins	Suffrage
%E2%82%AC2_commemorative_coins	Turin
%E2%82%AC2_commemorative_coins	United_Kingdom
%E2%82%AC2_commemorative_coins	United_Nations
%E2%82%AC2_commemorative_coins	United_States
%E2%82%AC2_commemorative_coins	Vatican_City
%E2%82%AC2_commemorative_coins	Wheat
%E2%82%AC2_commemorative_coins	Zeus
Dakota%2C_Minnesota_and_Eastern_Railroad	Kansas_City%2C_Missouri
Dakota%2C_Minnesota_and_Eastern_Railroad	Minnesota
Dakota%2C_Minnesota_and_Eastern_Railroad	North_America
Dakota%2C_Minnesota_and_Eastern_Railroad	President_of_the_United_States
Dakota%2C_Minnesota_and_Eastern_Railroad	Seattle%2C_Washington
Dakota%2C_Minnesota_and_Eastern_Railroad	United_States
Dakota%2C_Minnesota_and_Eastern_Railroad	Wood
Daley_Thompson	Athletics_%28track_and_field%29
Daley_Thompson	Commonwealth_Games
Daley_Thompson	Czech_Republic
Daley_Thompson	England
Daley_Thompson	Football_%28soccer%29
Daley_Thompson	Germany
Dallas%2C_Texas	AT%26T
Dallas%2C_Texas	American_Civil_War
Dallas%2C_Texas	Andrew_Carnegie
Dallas%2C_Texas	California
Dallas%2C_Texas	Canada
Dallas%2C_Texas	Cereal
Dallas%2C_Texas	Christianity
Dallas%2C_Texas	City
Dallas%2C_Texas	Computer
Dallas%2C_Texas	Cotton
Dallas%2C_Texas	Eastern_Orthodox_Church
Dallas%2C_Texas	Global_city
Dallas%2C_Texas	Houston%2C_Texas
Dallas%2C_Texas	Integrated_circuit
Dallas%2C_Texas	International_Space_Station
Dallas%2C_Texas	Islam
Dallas%2C_Texas	Jazz
Dallas%2C_Texas	Jew
Dallas%2C_Texas	John_F._Kennedy
Dallas%2C_Texas	John_F._Kennedy_assassination
Dallas%2C_Texas	Judaism
Dallas%2C_Texas	Los_Angeles%2C_California
Dallas%2C_Texas	Mexico
Dallas%2C_Texas	National_Hockey_League
Dallas%2C_Texas	Petroleum
Dallas%2C_Texas	Slavery
Dallas%2C_Texas	Southern_United_States
Dallas%2C_Texas	Spain
Dallas%2C_Texas	Spanish_language
Dallas%2C_Texas	Telecommunication
Dallas%2C_Texas	Time_zone
Dallas%2C_Texas	Tornado
Dallas%2C_Texas	Transport
Dallas%2C_Texas	United_States
Dallas%2C_Texas	United_States_House_of_Representatives
Dallas%2C_Texas	United_States_Senate
Dallas%2C_Texas	United_States_dollar
Dallas%2C_Texas	University_of_Texas_at_Austin
Dallas%2C_Texas	World_War_II
Dam	Australia
Dam	Australian_English
Dam	Bacteria
Dam	Beaver
Dam	Canberra
Dam	Clay
Dam	Colorado_River
Dam	Earthquake
Dam	Engineering
Dam	English_language
Dam	Fish
Dam	Flood
Dam	France
Dam	Germany
Dam	Hoover_Dam
Dam	Irrigation
Dam	Los_Angeles%2C_California
Dam	Manganese
Dam	Mercury_%28element%29
Dam	Mining
Dam	Oxygen
Dam	River
Dam	Soil
Dam	Steel
Dam	Vegetation
Dam	Wales
Damascus	Abbasid
Damascus	Africa
Damascus	Alexander_the_Great
Damascus	Ancient_Egypt
Damascus	Ancient_Rome
Damascus	Arabic_language
Damascus	Asia
Damascus	Backgammon
Damascus	Baghdad
Damascus	Basketball
Damascus	Cairo
Damascus	Card_game
Damascus	Chess
Damascus	Christianity
Damascus	Damascus_steel
Damascus	Egypt
Damascus	Europe
Damascus	Football
Damascus	France
Damascus	Hebrew_language
Damascus	India
Damascus	League_of_Nations
Damascus	Mecca
Damascus	Mediterranean_Sea
Damascus	Ottoman_Empire
Damascus	Paul_of_Tarsus
Damascus	Russia
Damascus	Saladin
Damascus	Second_Crusade
Damascus	South_America
Damascus	Spain
Damascus	Syria
Damascus	Tea
Damascus	Time_zone
Damascus	Timur
Damascus	World_Heritage_Site
Damascus_steel	Arabic_language
Damascus_steel	Carbon
Damascus_steel	Damascus
Damascus_steel	Dresden
Damascus_steel	Germany
Damascus_steel	Glass
Damascus_steel	India
Damascus_steel	Indonesia
Damascus_steel	Katana
Damascus_steel	Metallurgy
Damascus_steel	Middle_East
Damascus_steel	Republic_of_Macedonia
Damascus_steel	Russia
Damascus_steel	Sri_Lanka
Damascus_steel	Steel
Damascus_steel	Syria
Damascus_steel	Textile
Damascus_steel	Turkmenistan
Damascus_steel	Uzbekistan
Damascus_steel	Viking
Damon_Hill	Brabham
Damon_Hill	Damon_Hill
Damon_Hill	Down_syndrome
Damon_Hill	England
Damon_Hill	Formula_One
Damon_Hill	France
Damon_Hill	London
Damon_Hill	Magnesium
Damon_Hill	Pat_Cash
Damon_Hill	The_Beatles
Damon_Hill	The_Rolling_Stones
Damon_Hill	United_Kingdom
Dance	18th_century
Dance	20th_century
Dance	Ancient_Egypt
Dance	Animal
Dance	Anthropology
Dance	Archaeology
Dance	Civilization
Dance	Culture
Dance	Europe
Dance	French_Revolution
Dance	Hip_hop_music
Dance	History
Dance	Human
Dance	Humanities
Dance	India
Dance	Jazz
Dance	Motion_%28physics%29
Dance	Music
Dance	Mythology
Dance	Opera
Dance	Rainforest
Dance	Saint_Petersburg
Dance	Society
Dance	Sound
Dance	Sport
Dance	Sri_Lanka
Dance	Wind
Dandelion	Asia
Dandelion	Australia
Dandelion	Bacteria
Dandelion	British_Isles
Dandelion	Canada
Dandelion	Coffee
Dandelion	Egg_%28food%29
Dandelion	Europe
Dandelion	Flower
Dandelion	Iron
Dandelion	Japan
Dandelion	Mustard_plant
Dandelion	New_Zealand
Dandelion	Plant
Dandelion	Scientific_classification
Dandelion	Soup
Dandelion	Temperate
Dandelion	United_Kingdom
Dandelion	Vitamin_C
Dandelion	Weed
Dandelion	Wine
Daniel_Day-Lewis	England
Daniel_Day-Lewis	Italy
Daniel_Day-Lewis	Jew
Daniel_Day-Lewis	London
Daniel_Day-Lewis	Pneumonia
Daniel_Day-Lewis	Republic_of_Ireland
Daniel_Day-Lewis	Romeo_and_Juliet
Daniel_Day-Lewis	Royal_National_Theatre
Daniel_Day-Lewis	Woodworking
Daniel_Ellsberg	Boston%2C_Massachusetts
Daniel_Ellsberg	Cuba
Daniel_Ellsberg	Economics
Daniel_Ellsberg	Federal_Bureau_of_Investigation
Daniel_Ellsberg	George_W._Bush
Daniel_Ellsberg	Iran
Daniel_Ellsberg	Iraq_War
Daniel_Ellsberg	Jew
Daniel_Ellsberg	John_F._Kennedy
Daniel_Ellsberg	Richard_Nixon
Daniel_Ellsberg	Supreme_Court_of_the_United_States
Daniel_Ellsberg	United_States_Senate
Daniel_Ellsberg	Vietnam
Daniel_Ellsberg	Vietnam_War
Danny_Deever	English_language
Danny_Deever	Poetry
Danny_Deever	Rudyard_Kipling
Danny_Deever	T._S._Eliot
Danny_Deever	Theodore_Roosevelt
Danny_Deever	United_States
Danny_Deever	William_Butler_Yeats
Danske_Statsbaner	1973_oil_crisis
Danske_Statsbaner	Copenhagen
Danske_Statsbaner	Denmark
Danske_Statsbaner	Employment
Danske_Statsbaner	Industry
Danske_Statsbaner	Rail_transport
Danske_Statsbaner	Scotland
Danske_Statsbaner	World_War_II
Dante_Alighieri	Argentina
Dante_Alighieri	Dark_Ages
Dante_Alighieri	Europe
Dante_Alighieri	France
Dante_Alighieri	Italy
Dante_Alighieri	Latin
Dante_Alighieri	Luxembourg
Dante_Alighieri	Malaria
Dante_Alighieri	Middle_Ages
Dante_Alighieri	Oxford
Dante_Alighieri	Paris
Dante_Alighieri	Pope
Dante_Alighieri	Rome
Dante_Alighieri	Thomas_Aquinas
Dante_Alighieri	Virgil
Danube	Albania
Danube	Austria
Danube	Black_Sea
Danube	Bosnia_and_Herzegovina
Danube	Bratislava
Danube	Budapest
Danube	Bulgaria
Danube	Croatia
Danube	Czech_Republic
Danube	Dam
Danube	Danube
Danube	Europe
Danube	European_Union
Danube	German_language
Danube	Germany
Danube	Hungary
Danube	Ice_age
Danube	Italy
Danube	Middle_Ages
Danube	Moldova
Danube	Montenegro
Danube	North_Sea
Danube	Poland
Danube	Republic_of_Macedonia
Danube	Rhine
Danube	River
Danube	Roman_Empire
Danube	Romania
Danube	Rotterdam
Danube	Serbia
Danube	Slovakia
Danube	Slovenia
Danube	Stuttgart
Danube	Switzerland
Danube	Ukraine
Danube	Vienna
Danube	Volga_River
Darfur_conflict	Abuja
Darfur_conflict	African_Union
Darfur_conflict	Chad
Darfur_conflict	Eritrea
Darfur_conflict	Ethiopia
Darfur_conflict	European_Union
Darfur_conflict	Famine
Darfur_conflict	George_W._Bush
Darfur_conflict	Iraq_War
Darfur_conflict	Islam
Darfur_conflict	Khartoum
Darfur_conflict	Kofi_Annan
Darfur_conflict	Libya
Darfur_conflict	NATO
Darfur_conflict	Nigeria
Darfur_conflict	Nile
Darfur_conflict	President_of_the_United_States
Darfur_conflict	Qur%27an
Darfur_conflict	Reggae
Darfur_conflict	Rwandan_Genocide
Darfur_conflict	Slovenia
Darfur_conflict	Sudan
Darfur_conflict	Sultan
Darfur_conflict	The_Holocaust
Darfur_conflict	The_West_Wing_%28TV_series%29
Darfur_conflict	United_Nations
Darfur_conflict	United_States_House_of_Representatives
Darfur_conflict	United_States_Senate
Darfur_conflict	Washington%2C_D.C.
Darfur_conflict	World_Health_Organization
Dark_Ages	14th_century
Dark_Ages	15th_century
Dark_Ages	16th_century
Dark_Ages	17th_century
Dark_Ages	18th_century
Dark_Ages	19th_century
Dark_Ages	20th_century
Dark_Ages	6th_century
Dark_Ages	Age_of_Enlightenment
Dark_Ages	Archaeology
Dark_Ages	Augustine_of_Hippo
Dark_Ages	Charlemagne
Dark_Ages	Edward_Gibbon
Dark_Ages	Europe
Dark_Ages	French_Revolution
Dark_Ages	Immanuel_Kant
Dark_Ages	Latin
Dark_Ages	Popular_culture
Dark_Ages	Romanticism
Dark_Ages	United_Kingdom
Dark_Ages	United_States
Dark_Ages	Vatican_City
Dark_Ages	Voltaire
Dark_Ages	Vulgar_Latin
Darling_River	19th_century
Darling_River	Australia
Darling_River	Drought
Darling_River	Global_warming
Darling_River	Murray_River
Darling_River	Pollution
Darmstadtium	Atom
Darmstadtium	Chemical_element
Darmstadtium	Color
Darmstadtium	Electron
Darmstadtium	Germany
Darmstadtium	List_of_elements_by_name
Darmstadtium	Meitnerium
Darmstadtium	Phase_%28matter%29
Darmstadtium	Platinum
Darmstadtium	Police
Darmstadtium	Radon
Darmstadtium	Roentgenium
Darth_Vader	Binoculars
Darth_Vader	Clone_Wars_%28Star_Wars%29
Darth_Vader	Darth_Vader
Darth_Vader	Dutch_language
Darth_Vader	Frankenstein
Darth_Vader	German_language
Darth_Vader	Japan
Darth_Vader	King_Arthur
Darth_Vader	Natalie_Portman
Darth_Vader	Obi-Wan_Kenobi
Darth_Vader	Star_Wars
Darth_Vader	Star_Wars_Episode_IV__A_New_Hope
Darth_Vader	Stargate_SG-1
Darth_Vader	Superman
Dartmoor	Bog
Dartmoor	Bronze_Age
Dartmoor	Carboniferous
Dartmoor	Edward_III_of_England
Dartmoor	England
Dartmoor	Geology
Dartmoor	Granite
Das_Kapital	Adam_Smith
Das_Kapital	Aristotle
Das_Kapital	Benjamin_Franklin
Das_Kapital	Capitalism
Das_Kapital	German_language
Das_Kapital	Karl_Marx
Das_Kapital	Political_economy
Das_Kapital	Revolution
Das_Kapital	Slavery
Data_Encryption_Standard	Algorithm
Data_Encryption_Standard	Brute_force_attack
Data_Encryption_Standard	Group_%28mathematics%29
Data_Encryption_Standard	Russia
Data_Encryption_Standard	United_States
David_Attenborough	Albatross
David_Attenborough	Amber
David_Attenborough	Antarctica
David_Attenborough	Anthropology
David_Attenborough	BBC
David_Attenborough	Bat
David_Attenborough	Broadcasting
David_Attenborough	Chimpanzee
David_Attenborough	Creationism
David_Attenborough	DVD
David_Attenborough	Easter_Island
David_Attenborough	Ecology
David_Attenborough	Elephant
David_Attenborough	Elizabeth_II_of_the_United_Kingdom
David_Attenborough	England
David_Attenborough	Evolution
David_Attenborough	Folk_music
David_Attenborough	Fossil
David_Attenborough	George_W._Bush
David_Attenborough	Global_warming
David_Attenborough	God
David_Attenborough	Leicester
David_Attenborough	London
David_Attenborough	London_Zoo
David_Attenborough	Mediterranean_Sea
David_Attenborough	Organism
David_Attenborough	Plesiosaur
David_Attenborough	Rainforest
David_Attenborough	Reptile
David_Attenborough	Royal_Navy
David_Attenborough	Salt
David_Attenborough	Television
David_Attenborough	University_of_Cambridge
David_Attenborough	Video
David_Attenborough	Woodpecker
David_Attenborough	World_War_II
David_Beckham	Arsenal_F.C.
David_Beckham	Australia
David_Beckham	Celtic_F.C.
David_Beckham	Chelsea_F.C.
David_Beckham	England
David_Beckham	Euro
David_Beckham	FIFA_World_Cup
David_Beckham	Football_%28soccer%29
David_Beckham	France
David_Beckham	Hebrew_language
David_Beckham	Israel
David_Beckham	Jew
David_Beckham	London
David_Beckham	Malaysia
David_Beckham	Manchester
David_Beckham	Manchester_United_F.C.
David_Beckham	Michael_Jordan
David_Beckham	Munich
David_Beckham	Pel%C3%A9
David_Beckham	Republic_of_Ireland
David_Beckham	Tottenham_Hotspur_F.C.
David_Blanchflower	Advertising
David_Blanchflower	Brighton
David_Blanchflower	Cardiff
David_Blanchflower	Economics
David_Blanchflower	Great_Britain
David_Blanchflower	Karl_Marx
David_Blanchflower	United_States
David_Cameron	21st_century
David_Cameron	Arthur_Wellesley%2C_1st_Duke_of_Wellington
David_Cameron	BBC
David_Cameron	Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield
David_Cameron	British_House_of_Commons
David_Cameron	Cereal
David_Cameron	Chicago
David_Cameron	Climate_change
David_Cameron	Cold_War
David_Cameron	Cricket
David_Cameron	Czech_Republic
David_Cameron	Elizabeth_II_of_the_United_Kingdom
David_Cameron	England
David_Cameron	English_language
David_Cameron	European_Parliament
David_Cameron	European_Union
David_Cameron	Germany
David_Cameron	Global_warming
David_Cameron	Gordon_Brown
David_Cameron	Harold_Macmillan
David_Cameron	Hong_Kong
David_Cameron	Human_rights
David_Cameron	Iran
David_Cameron	Iraq
David_Cameron	Israel
David_Cameron	Japan
David_Cameron	Lebanon
David_Cameron	Libya
David_Cameron	Margaret_Thatcher
David_Cameron	Minimum_wage
David_Cameron	Moscow
David_Cameron	Multiculturalism
David_Cameron	Myocardial_infarction
David_Cameron	NATO
David_Cameron	Nuclear_weapon
David_Cameron	Parliament_of_the_United_Kingdom
David_Cameron	Political_philosophy
David_Cameron	Politics_of_the_United_Kingdom
David_Cameron	Pound_sterling
David_Cameron	Poverty
David_Cameron	Privy_Council_of_the_United_Kingdom
David_Cameron	Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury
David_Cameron	Robert_Peel
David_Cameron	Scotland
David_Cameron	Soviet_Union
David_Cameron	Stanley_Baldwin
David_Cameron	Sudan
David_Cameron	Sweden
David_Cameron	Syria
David_Cameron	Tennis
David_Cameron	Tony_Blair
David_Cameron	United_Kingdom
David_Cameron	United_Nations
David_Cameron	United_States
David_Cameron	William_IV_of_the_United_Kingdom
David_Cameron	William_Pitt_the_Younger
David_Cameron	Winston_Churchill
David_Cameron	World_War_II
David_Copperfield_%28novel%29	Charles_Dickens
David_Copperfield_%28novel%29	Country
David_Copperfield_%28novel%29	Dover
David_Copperfield_%28novel%29	English_language
David_Copperfield_%28novel%29	Franz_Kafka
David_Copperfield_%28novel%29	Henry_James
David_Copperfield_%28novel%29	James_Joyce
David_Copperfield_%28novel%29	Language
David_Copperfield_%28novel%29	Leo_Tolstoy
David_Copperfield_%28novel%29	London
David_Copperfield_%28novel%29	Novel
David_Copperfield_%28novel%29	United_Kingdom
David_Helvarg	AIDS
David_Helvarg	Australia
David_Helvarg	El_Salvador
David_Helvarg	Fiji
David_Helvarg	George_W._Bush
David_Helvarg	Great_Barrier_Reef
David_Helvarg	History
David_Helvarg	Honduras
David_Helvarg	Nazi_Germany
David_Helvarg	New_York_City
David_Helvarg	Nicaragua
David_Helvarg	Northern_Ireland
David_Helvarg	Politics
David_Helvarg	Ukraine
David_Helvarg	United_States
David_Helvarg	Washington%2C_D.C.
David_Heymann	Architecture
David_Heymann	George_W._Bush
David_Heymann	President_of_the_United_States
David_Heymann	United_States
David_Heymann	University_of_Texas_at_Austin
David_Hilbert	Alan_Turing
David_Hilbert	Albert_Einstein
David_Hilbert	Euclid
David_Hilbert	Euclidean_geometry
David_Hilbert	Georg_Cantor
David_Hilbert	Germany
David_Hilbert	John_von_Neumann
David_Hilbert	Mathematics
David_Hilbert	Nazism
David_Hilbert	Paris
David_Hilbert	Quantum_mechanics
David_Hilbert	Russia
David_Hilbert	Schr%C3%B6dinger_equation
David_Hume	18th_century
David_Hume	Aberdeen
David_Hume	Adam_Smith
David_Hume	Aesthetics
David_Hume	Albert_Einstein
David_Hume	Alexander_Hamilton
David_Hume	Atheism
David_Hume	Bertrand_Russell
David_Hume	Charles_Darwin
David_Hume	Creationism
David_Hume	Democracy
David_Hume	Edinburgh
David_Hume	Empiricism
David_Hume	English_language
David_Hume	Ethics
David_Hume	France
David_Hume	French_language
David_Hume	Germany
David_Hume	Glorious_Revolution
David_Hume	God
David_Hume	Immanuel_Kant
David_Hume	Isaac_Newton
David_Hume	Jean-Jacques_Rousseau
David_Hume	John_Locke
David_Hume	John_Maynard_Keynes
David_Hume	Ludwig_Wittgenstein
David_Hume	Natural_selection
David_Hume	Paris
David_Hume	Philosophy
David_Hume	Philosophy_of_mind
David_Hume	Physics
David_Hume	Political_philosophy
David_Hume	Scotland
David_Hume	Suffrage
David_Hume	Switzerland
David_Hume	Thomas_Hobbes
David_III_of_Tao	Armenia
David_III_of_Tao	Asia
David_III_of_Tao	Azerbaijan
David_III_of_Tao	Byzantine_Empire
David_III_of_Tao	Christianity
David_III_of_Tao	Emirate
David_III_of_Tao	Georgia_%28country%29
David_III_of_Tao	Greece
David_III_of_Tao	Syria
David_III_of_Tao	Turkey
David_Livingstone	Africa
David_Livingstone	Botswana
David_Livingstone	China
David_Livingstone	Christianity
David_Livingstone	Civilization
David_Livingstone	England
David_Livingstone	Henry_Morton_Stanley
David_Livingstone	Lake_Tanganyika
David_Livingstone	London
David_Livingstone	Malaria
David_Livingstone	Medicine
David_Livingstone	Scotland
David_Livingstone	Scottish_Highlands
David_Livingstone	Slavery
David_Livingstone	South_Africa
David_Livingstone	Victoria_of_the_United_Kingdom
David_Livingstone	Westminster_Abbey
David_Livingstone	Zambia
Davis_Cup	Adelaide
Davis_Cup	Argentina
Davis_Cup	Auckland
Davis_Cup	Australia
Davis_Cup	Austria
Davis_Cup	Barcelona
Davis_Cup	Belarus
Davis_Cup	Belgium
Davis_Cup	Boston%2C_Massachusetts
Davis_Cup	Bratislava
Davis_Cup	Brisbane
Davis_Cup	Bucharest
Davis_Cup	Chile
Davis_Cup	Cleveland%2C_Ohio
Davis_Cup	Croatia
Davis_Cup	Czech_Republic
Davis_Cup	England
Davis_Cup	Fed_Cup
Davis_Cup	France
Davis_Cup	Germany
Davis_Cup	Gothenburg
Davis_Cup	Great_Britain
Davis_Cup	India
Davis_Cup	Italy
Davis_Cup	London
Davis_Cup	Lyon
Davis_Cup	Melbourne
Davis_Cup	Mexico
Davis_Cup	Milan
Davis_Cup	Moscow
Davis_Cup	Munich
Davis_Cup	Netherlands
Davis_Cup	New_York_City
Davis_Cup	New_Zealand
Davis_Cup	Paris
Davis_Cup	Philadelphia
Davis_Cup	Philippines
Davis_Cup	Prague
Davis_Cup	Romania
Davis_Cup	Russia
Davis_Cup	Santiago%2C_Chile
Davis_Cup	Serbia_and_Montenegro
Davis_Cup	Slovakia
Davis_Cup	South_Africa
Davis_Cup	Spain
Davis_Cup	Stockholm
Davis_Cup	Stuttgart
Davis_Cup	Sweden
Davis_Cup	Switzerland
Davis_Cup	Sydney
Davis_Cup	Tennis
Davis_Cup	Thailand
Davis_Cup	United_States
Davy_Jones%27_Locker	Beer
Davy_Jones%27_Locker	Denmark
Davy_Jones%27_Locker	Iron_Maiden
Davy_Jones%27_Locker	Television
Davy_Jones%27_Locker	The_Simpsons
Davy_Jones%27_Locker	Wales
Day	19th_century
Day	Ancient_Egypt
Day	Astronomy
Day	Earth
Day	Earth%27s_atmosphere
Day	English_language
Day	Europe
Day	God
Day	Halloween
Day	Judaism
Day	Latin
Day	Middle_Ages
Day	Moon
Day	Sanskrit
Day	Sun
Day	Tide
Day	Time
Day	Time_zone
Day	United_States
Dayuan	Alexander_the_Great
Dayuan	Ancient_Rome
Dayuan	China
Dayuan	Chinese_language
Dayuan	India
Dayuan	Issyk_Kul
Dayuan	Kazakhstan
Dayuan	Tajikistan
Dayuan	Uzbekistan
Dayuan	Wine
Dayuan	Zhang_Qian
Dead_Sea	Allah
Dead_Sea	Ancient_Egypt
Dead_Sea	Ancient_Greece
Dead_Sea	Antarctica
Dead_Sea	Arabic_language
Dead_Sea	Aristotle
Dead_Sea	Bird
Dead_Sea	Bromine
Dead_Sea	Byzantine_Empire
Dead_Sea	Calcium
Dead_Sea	Camel
Dead_Sea	Cleopatra_VII
Dead_Sea	Cystic_fibrosis
Dead_Sea	Earth%27s_atmosphere
Dead_Sea	Earthquake
Dead_Sea	Fox
Dead_Sea	Geology
Dead_Sea	Great_Rift_Valley
Dead_Sea	Great_Salt_Lake
Dead_Sea	Health
Dead_Sea	Hebrew_language
Dead_Sea	Islam
Dead_Sea	Israel
Dead_Sea	Jackal
Dead_Sea	Jew
Dead_Sea	Jordan
Dead_Sea	Jordan_River
Dead_Sea	Lake_Baikal
Dead_Sea	Magnesium
Dead_Sea	Mediterranean_Sea
Dead_Sea	Miocene
Dead_Sea	Mummy
Dead_Sea	Pacific_Ocean
Dead_Sea	Pigment
Dead_Sea	Red_Sea
Dead_Sea	Russia
Dead_Sea	Salt
Dead_Sea	South_Africa
Dead_Sea	Space_Shuttle_Columbia
Dead_Sea	Sugarcane
Dead_Sea	Sun
Dead_Sea	Tribe
Dead_Sea	Turkey
Dead_Sea	Ultraviolet
Dead_Sea	United_States
Dead_Sea	Water
Dead_Sea	West_Bank
Dead_Sea	Zambezi
Dead_Sea_scrolls	1st_century
Dead_Sea_scrolls	9th_century
Dead_Sea_scrolls	Bible
Dead_Sea_scrolls	Cave
Dead_Sea_scrolls	Christianity
Dead_Sea_scrolls	Dead_Sea
Dead_Sea_scrolls	Egypt
Dead_Sea_scrolls	Hebrew_language
Dead_Sea_scrolls	Jerusalem
Dead_Sea_scrolls	Jesus
Dead_Sea_scrolls	Josephus
Dead_Sea_scrolls	Paul_of_Tarsus
Dead_Sea_scrolls	Spain
Dead_Sea_scrolls	University_of_Chicago
Death_Valley_National_Park	Animal
Death_Valley_National_Park	Argentina
Death_Valley_National_Park	Atlantic_Ocean
